Source,Target,Weight
9530789,19257170,5.230460899189735E-10
15191676,7083242,5.230460899189735E-10
6543378,19939216,4.3260947868877595E-8
15168264,1460385,6.301785945959765E-10
4128353,321278,0.010484971876086876
13131245,6209952,6.301785945959765E-10
3631697,7691631,5.230460899189735E-10
11589713,23096959,3.590643957608879E-8
22993377,22660201,0.9388645440442632
3193719,4164482,5.230460899189735E-10
30433396,21399598,5.230460899189735E-10
11002815,858127,4.315381536420059E-8
26661814,1090311,6.301785945959765E-10
12983151,507775,5.230460899189735E-10
2297550,4079740,6.301785945959765E-10
24917465,8569918,5.230460899189735E-10
11061773,15426083,5.230460899189735E-10
2935735,1254497,0.01263250533326147
11667865,7362671,5.230460899189735E-10
25476601,1090311,0.01048493649269339
19360616,7691631,0.012825613763880476
1093228,17049596,5.230460899189735E-10
5474834,2729788,2.8679315689913287E-6
10435644,16297763,5.230460899189735E-10
11796974,478996,6.301785945959765E-10
23519392,206084,5.230460899189735E-10
1914329,23096959,0.012792422566911639
27562508,25652980,5.230460899189735E-10
16180517,5952670,4.331230176286297E-8
23291630,14087781,5.230460899189735E-10
14087781,23291630,5.230460899189735E-10
1446467,993110,5.230460899189735E-10
17197934,2945088,1.8980560884619943E-4
1801329,238972,5.230460899189735E-10
1032,15045751,5.230460899189735E-10
238972,238983,7.10675499337191E-10
17930752,17950592,5.230460899189735E-10
14663768,714074,0.014246139005345874
3351871,206084,5.230460899189735E-10
13695735,10126908,5.230460899189735E-10
11419775,11949423,5.230460899189735E-10
26553597,10707658,0.720571227533696
6052682,206084,5.230460899189735E-10
5433677,3319769,1.9218545924690647E-4
2410676,5801666,5.230460899189735E-10
1195004,7639232,5.230460899189735E-10
10126908,10975056,0.013873557296976228
2410676,1446467,5.230460899189735E-10
2410676,1362490,0.012792470288769663
7480345,23148176,5.230460899189735E-10
4090287,16029103,2.3803734467969802E-6
9998516,20580498,5.230460899189735E-10
26077653,15062869,5.230460899189735E-10
27652771,1380117,6.301785945959765E-10
1599397,2338279,5.230460899189735E-10
4025121,13049233,0.010484936385560884
238972,447184,0.01048784642485306
8966356,17728164,5.230460899189735E-10
1632980,1301745,0.010484936385560884
14003349,1200050,5.230460899189735E-10
9511641,2067253,5.230460899189735E-10
17671906,17912002,5.230460899189735E-10
17671906,16184890,5.230460899189735E-10
16184890,17912002,1.5753809862517076E-4
11931032,12136863,6.301785945959765E-10
20110347,16843183,5.230460899189735E-10
2476855,14089735,5.230460899189735E-10
20725617,18342541,5.230460899189735E-10
238983,238972,4.334622131820093E-8
13667312,12912885,5.230460899189735E-10
206084,8201256,5.230460899189735E-10
27196756,31090585,5.230460899189735E-10
3579088,596892,0.01048731623596159
19257170,29491240,5.230460899189735E-10
27196756,30486405,5.230460899189735E-10
9996255,10067157,4.334623326746686E-8
308770,8514,3.136867133683322E-6
1402936,3342055,5.230460899189735E-10
4331833,12244838,6.301785945959765E-10
24117219,1385122,5.230460899189735E-10
24117219,658518,5.230460899189735E-10
16262387,14982460,5.230460899189735E-10
27227932,23627382,5.230460899189735E-10
4056288,17303641,5.230460899189735E-10
23797315,3319769,5.230460899189735E-10
20921872,19745004,5.230460899189735E-10
13384052,4648505,4.3260947868877595E-8
28096281,13346571,6.301785945959765E-10
20653934,7691631,2.4158639727878272E-6
20728874,25592861,5.230460899189735E-10
29105003,27776551,5.230460899189735E-10
979480,2114213,5.230460899189735E-10
22876353,15045751,5.230460899189735E-10
7741856,9393759,6.301785945959765E-10
3149845,4435792,7.136949203479853E-10
22442668,29500061,4.315381536420059E-8
10932604,168370,6.301785945959765E-10
16860049,7177096,5.230460899189735E-10
238986,238983,3.6098205655029536E-8
28199205,22652644,5.230460899189735E-10
3449635,3449583,3.590643957608879E-8
6578551,8100172,4.3260947868877595E-8
12414082,14105478,6.815324885813534E-10
27196756,30468314,5.230460899189735E-10
20789757,8514,0.010487803794083785
21950873,21950910,5.230460899189735E-10
11061773,2833537,6.301785945959765E-10
11061773,27620277,1.8980576733259807E-4
28769620,13512328,5.230460899189735E-10
1090311,5254650,6.301785945959765E-10
21413198,24560307,5.230460899189735E-10
16297763,10707658,3.6013572080765786E-8
893522,11545928,5.230460899189735E-10
12446895,3016562,5.230460899189735E-10
167174,45547,6.815324885813534E-10
3214406,23021810,5.230460899189735E-10
27427758,27427417,6.301785945959765E-10
26825462,28305425,5.230460899189735E-10
25606869,4723248,5.230460899189735E-10
26077653,26800584,6.301785945959765E-10
321278,19872239,2.423111348575939E-6
2081290,2081289,0.014331442275880003
8927771,9060347,5.230460899189735E-10
1362490,15515181,0.010642473961139964
10391073,26437605,5.230460899189735E-10
22119747,7691631,1.5753809862517076E-4
24560307,24835467,5.230460899189735E-10
28710753,1385122,5.230460899189735E-10
2136524,658518,5.230460899189735E-10
8962829,757363,7.136949203479853E-10
11796974,757363,7.15375708809201E-10
45547,167174,7.148121688597314E-10
206084,4106792,3.282676169238819E-6
19994257,20666775,5.230460899189735E-10
3876119,2634628,6.301785945959765E-10
1204412,7056202,5.230460899189735E-10
16745868,20260602,5.230460899189735E-10
2338279,1599397,6.301785945959765E-10
27719177,21399598,6.301785945959765E-10
10780607,32848140,6.301785945959765E-10
23059575,7691631,0.9677180411786644
14798348,24946152,5.230460899189735E-10
30859333,28924109,7.148121688597314E-10
2081289,28710753,5.230460899189735E-10
14448779,28710753,3.1369742661879984E-6
3427405,168370,6.815324885813534E-10
29217912,17620347,5.230460899189735E-10
19036577,3195124,5.230460899189735E-10
4137249,481872,0.8679718582349043
7394347,321278,5.230460899189735E-10
30056447,931135,5.230460899189735E-10
16520788,11116372,5.230460899189735E-10
30779589,14089735,5.230460899189735E-10
23984796,658518,7.148121688597314E-10
12706290,5612317,6.815324885813534E-10
27727916,3319769,6.301785945959765E-10
14536054,355634,3.590643957608879E-8
2331534,1599151,0.010484936385560884
8262427,481872,5.230460899189735E-10
11589713,7691631,2.9163960513857603E-6
18023059,28155823,6.301785945959765E-10
32340557,23096959,6.815324885813534E-10
2163263,5830987,5.230460899189735E-10
19927831,20264700,2.8679315689913287E-6
1362490,2410676,0.014560764689183913
22737337,22737329,2.423004216071262E-6
32104924,1784628,2.3803734467969802E-6
15907354,9257808,3.6013572080765786E-8
4648505,24500594,6.301785945959765E-10
23404839,27494663,4.315381536420059E-8
28677940,10344201,6.301785945959765E-10
7748227,447036,4.315381536420059E-8
2183193,23924195,1.5753809862517076E-4
1725199,355893,5.230460899189735E-10
7411076,22155032,5.230460899189735E-10
1287859,2156455,6.815324885813534E-10
22982974,7639232,6.301785945959765E-10
19614228,321278,5.230460899189735E-10
4648505,13384052,1.8984109937219025E-4
4106792,9214768,6.301785945959765E-10
26927081,26650305,6.815324885813534E-10
26885032,26650305,6.301785945959765E-10
12380069,7873535,6.301785945959765E-10
11896413,17372733,5.230460899189735E-10
20905275,17372733,5.230460899189735E-10
11324222,321278,5.230460899189735E-10
27776551,7209439,7.10675499337191E-10
20929025,21060126,5.230460899189735E-10
20929025,19606628,0.9491887027110444
4555644,24777832,5.230460899189735E-10
24560307,28096281,6.815324885813534E-10
8486799,9996255,5.230460899189735E-10
10846437,20100867,5.230460899189735E-10
4580780,321278,6.301785945959765E-10
357681,14089735,6.301785945959765E-10
1036336,19099484,5.230460899189735E-10
32403967,12791642,4.824490411451845E-8
8270619,4197769,5.230460899189735E-10
20580498,23096959,0.010703175737683247
21233191,27729907,5.230460899189735E-10
26050796,9996255,4.681546947804424E-8
11589713,13234395,7.025955075835269E-10
854078,692528,5.230460899189735E-10
32270084,24910542,5.230460899189735E-10
25331009,308770,6.301785945959765E-10
4704710,1385122,0.01048731641551101
21796735,5151909,5.230460899189735E-10
213469,867564,5.230460899189735E-10
15045751,11589713,5.230460899189735E-10
23774298,23770421,0.010484979123462664
32848140,10780607,6.301785945959765E-10
1232968,596892,5.230460899189735E-10
12820537,261943,5.230460899189735E-10
611921,447184,5.230460899189735E-10
6966619,777444,5.230460899189735E-10
10975056,10126908,0.014439140888201703
14712850,22700458,6.301785945959765E-10
481872,321278,5.230460899189735E-10
19896256,321278,5.230460899189735E-10
6780534,1466080,5.230460899189735E-10
12498335,9996255,7.154315126448497E-10
1516094,4738266,6.301785945959765E-10
